Sr.No.,Accord Code,Company Name,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Listing Status,CD_ISIN No,CD_CIN Number,CD_Industry
797,100039,Banco Products (India) Ltd.,500039,BANCOINDIA,BNCO IN,BNCO.BO,Listed,INE213C01025,L51100GJ1961PLC001039,Auto Ancillary
798,279527,Bandhan Bank Ltd.,541153,BANDHANBNK,BANDHAN IN,BANH.BO,Listed,INE545U01014,U67190WB2014PLC204622,Bank - Private
799,200045,Bang Overseas Ltd.,532946,BANG,BANG IN,BANO.BO,Listed,INE863I01016,L51900MH1992PLC067013,Textile 
800,243062,Banga Laxmi Steel Trading Company Ltd.,,,,,Listed,,L67120WB1973PLC028975,Finance - Investment
801,236398,Bangalore Fort Farms Ltd.,539120,,BFFL IN,BANG.BO,Listed,INE578R01011,L51101KA1966PLC001643,Trading
802,200159,Bangalore Softsell Ltd.,,,,,Listed,INE383B01010,L85110KA1986PLC008020,IT - Software 
803,132134,Bank Of Baroda,532134,BANKBARODA,BOB IN,BOB.BO,Listed,INE028A01039,,Bank - Public
804,132149,Bank Of India,532149,BANKINDIA,BOI IN,BOI.BO,Listed,INE084A01016,U99999MH1906PLC000243,Bank - Public
805,132525,Bank Of Maharashtra,532525,MAHABANK,BOMH IN,BMBK.BO,Listed,INE457A01014,U99999MH1935PTC002399,Bank - Public
806,122157,Banka (India) Ltd.,522157,,BNKA IN,,Listed,INE148C01015,L99999MH1986PLC040206,Construction - Real Estate
807,288357,Banka Bioloo Ltd.,,BANKA,BANKA IN,,Listed,INE862Y01015,U90001AP2012PLC082811,Engineering - Construction
808,243063,Bankam Investment Ltd.,,,,,Listed,,L67120WB1982PLC035123,Finance - Investment
809,243064,Bankura Damoodar River Railway & Holding Co Ltd.,,,,,Listed,,L65993WB1914PLC002524,Finance - Investment
810,132674,Bannari Amman Spinning Mills Ltd.,532674,BASML,BASM IN,BASP.BO,Listed,INE186H01014,L17111TZ1989PLC002476,Textile - Spinning
811,100041,Bannari Amman Sugars Ltd.,500041,BANARISUG,BNRI IN,BANN.BO,Listed,INE459A01010,L15421TZ1983PLC001358,Sugar
812,286649,Bansal Multiflex Ltd.,,BANSAL,BANSAL IN,,Listed,INE668X01018,U36100GJ2013PLC077651,Trading
813,266566,Bansal Roofing Products Ltd.,538546,,BRL IN,BANR.BO,Listed,INE319Q01012,L25206GJ2008PLC053761,Engineering
814,119353,Bansisons Tea Industries  Ltd.,519353,,ETX IN,,Listed,INE856E01019,L15520WB1987PLC042982,Tea/Coffee
815,103722,Banswara Syntex Ltd.,503722,BANSWRAS,BWSL IN,BANS.BO,Listed,INE629D01012,L24302RJ1976PLC001684,Textile - Manmade  Fibres
816,275115,Bapu'S Shipping (Jamnagar) Pvt Ltd.,,,,,Listed,,U35100GJ2010PTC060280,Trading
817,132916,Barak Vally Cements Ltd.,532916,BVCL,BVCL IN,BAVA.BO,Listed,INE139I01011,L01403AS1999PLC005741,Cement & Construction Materials
818,243067,Barcle Enterprises Ltd.,,,,,Listed,,L01132WB1983PLC035629,Finance - Investment
819,106275,Barium Chemicals Ltd.,506275,,BRCH IN,,Listed,,L99999AP1961PLC000966,Chemicals 
820,103956,Baroda Electric Meters Ltd.,503956,,BRE IN,,Listed,,L31909GJ1961PLC001043,Electric Equipment
821,113502,Baroda Extrusion Ltd.,513502,,BREX IN,BARD.BO,Listed,INE927K01023,L27109GJ1991PLC016200,Metal - Non Ferrous 
822,100270,Baroda Rayon Corporation Ltd.,500270,BARODARAYN,BR IN,BRRY.BO,Listed,INE461A01024,L99999GJ1958PLC000892,Textile 
823,132336,Baron Infotech Ltd.,532336,,BRI IN,BARO.BO,Listed,INE228B01017,L72200TG1996PLC025855,IT - Software 
824,132694,Bartronics India Ltd.,532694,BARTRONICS,BAIL IN,BARI.BO,Listed,INE855F01034,L29309AP1990PLC011721,IT - Software 
825,124687,Basant Agro Tech (India) Ltd.,524687,,BAT IN,BATI.BO,Listed,INE473E01021,L24120MH1990PLC058560,Fertilizers
826,236408,Basant India Ltd.,,,,,Listed,,U51909DL1985PLC021396,Electronics - Components
827,100042,BASF India Ltd.,500042,BASF,BASF IN,BASF.BO,Listed,INE373A01013,L33112MH1943FLC003972,Pesticides & Agrochemicals
828,111210,Basil Infrastructure Projects Ltd.,511210,,BIPL IN,BASI.BO,Listed,INE465D01011,L65910TG1985PLC005750,Finance - NBFC
829,100043,Bata India Ltd.,500043,BATAINDIA,BATA IN,BATA.BO,Listed,INE176A01028,L19201WB1931PLC007261,Retailing
830,243072,Bateli Tea Co Ltd.,,,,,Listed,,L40100WB1919PLC003227,Tea/Coffee
831,132377,Bathina Technologies (India) Ltd.,532377,,BTNA IN,BATH.BO,Listed,INE453C01019,L72200TG1995PLC021841,IT - Software 
832,122004,Batliboi Ltd.,522004,BATLIBOI,BTLI IN,BTLI.BO,Listed,INE177C01022,L52320MH1941PLC003494,Engineering - Industrial Equipments
833,236414,Bawa Industries Pvt Ltd.,,,,,Listed,,U34300DL2002PTC114240,Trading
834,243074,Baxi Brothers Ltd.,,,,,Listed,,L67120WB1981PLC034045,Finance - Investment
835,106285,Bayer CropScience Ltd.,506285,BAYERCROP,BYRCS IN,BAYE.BO,Listed,INE462A01022,L24210MH1958PLC011173,Pesticides & Agrochemicals
836,281806,Bazel International Ltd.,539946,,BAZEL IN,,Listed,INE217E01014,L51109DL1982PLC290287,Finance - Investment
837,243076,BB Commercial Ltd.,,,,,Listed,,L51909WB1980PLC033130,Miscellaneous
838,252809,BC Power Controls Ltd.,537766,,BCPC IN,BCPC.BO,Listed,INE905P01028,L31300DL2008PLC179414,Metal - Non Ferrous 
839,117246,BCC Fuba India Ltd.,517246,,BCC IN,BCCF.BO,Listed,INE788D01016,L51395HP1985PLC012209,Electronics - Components
840,279797,BCL Enterprises Ltd.,539621,,BCLE IN,BCLE.BO,Listed,INE368E01015,L65100DL1985PLC021467,Finance - NBFC
841,106093,BCL Forgings Ltd.,506093,,BCL IN,BCLF.BO,Listed,INE528H01017,L27200MH1967PLC013737,Forgings
842,124332,BCL Industries Ltd.,524332,,BCLIL IN,BHAT.BO,Listed,INE412G01016,L24231PB1976PLC003624,Solvent  Extraction
843,256618,BCPL International Ltd.,538364,,BCPA IN,BIRD.BO,Listed,INE795P01023,L51909WB1985PLC186698,Trading
844,291436,BCPL Railway Infrastructure Ltd.,542057,,BCPL IN,,Listed,INE00SW01015,U51109WB1995PTC075801,Engineering - Industrial Equipments
845,124828,BDH Industries Ltd.,524828,MBIND,BDHI IN,BDHI.BO,Listed,INE278D01018,L24100MH1990PLC059299,Pharmaceuticals & Drugs
846,267228,BDR Buildcon Ltd.,,BDR,BDRB IN,BDRB.BO,Listed,INE766Q01014,L70100DL2010PLC200749,Construction - Real Estate
847,219320,Beardsell Ltd.,539447,BEARDSELL,BSELL IN,BRED.BO,Listed,INE520H01022,L65991TN1936PLC001428,Chemicals 
848,131937,Beckons Industries Ltd.,531937,,AGK IN,BECI.BO,Listed,INE955B01015,L21017PB1992PLC012574,Printing & Stationery
849,207842,Bedmutha Industries Ltd.,533270,BEDMUTHA,BEDM IN,BMIL.BO,Listed,INE844K01012,L31200MH1990PLC057863,Steel & Iron Products
850,117203,Bee Electronic Machines Ltd.,517203,,BEE IN,,Listed,INE038E01014,L32100MH1981PLC025033,Electric Equipment
851,267306,Beekay Niryat Ltd.,539546,,BNL IN,BKNL.BO,Listed,INE679E01015,L67120RJ1975PLC045573,Trading
852,212682,Beekay Steel Industries Ltd.,539018,,BKST IN,BKST.BO,Listed,INE213D01015,L27106WB1981PLC033490,Steel & Iron Products
853,132645,Beeyu Overseas Ltd.,532645,,BEEO IN,BEYO.BO,Listed,INE052B01011,L51109WB1993PLC057984,Agriculture
854,107050,Belapur Industries Ltd.,507050,,BSU IN,BSUG.BO,Listed,INE490D01019,L74999PN1957PLC133414,Agriculture
855,243079,Believe Enterprises Ltd.,,,,,Listed,,L65993WB1982PLC035311,Trading
856,115035,Bell Ceramics Ltd.,515035,BELLCERATL,BELC IN,BLCR.BO,Delisted,INE403A01026,L26921GJ1985PLC008196,Ceramics/Marble/Granite/Sanitaryware
857,278531,Bella Casa Fashion & Retail Ltd.,539399,,BCFR IN,BCFR.BO,Listed,INE344T01014,U17124RJ1996PLC011522,Textile 
858,100045,Bellary Steels & Alloys Ltd.,500045,BELLARYSTL,BSAL IN,BLRY.BO,Listed,INE166C01025,L02710KA1984PLC006093,Steel/Sponge Iron/Pig Iron
859,267901,Belvedere Commercials Ltd.,,,,,Listed,,L51909WB1983PLC036112,Engineering
860,122650,Bemco Hydraulics Ltd.,522650,,BMH IN,BEMC.BO,Listed,INE142E01014,L51101KA1957PLC001283,Engineering - Industrial Equipments
861,100048,BEML Ltd.,500048,BEML,BEML IN,BEML.BO,Listed,INE258A01016,L35202KA1964GOI001530,Engineering - Industrial Equipments
862,288389,Benara Bearings And Pistons Ltd.,541178,,BENARA IN,BENA.BO,Listed,INE495Z01011,U50300UP1990PLC012518,Bearings
863,109438,Benares Hotels Ltd.,509438,,BHL IN,BNRS.BO,Listed,INE664D01019,L55101UP1971PLC003480,"Hotel, Resort & Restaurants"
864,219234,Bengal & Assam Company Ltd.,533095,,BENG IN,BAAC.BO,Listed,INE083K01017,L67120DL1947PLC116830,Finance - NBFC
865,112404,Bengal Steel Industries  Ltd.,512404,,BST IN,,Listed,INE523W01017,L70109WB1947PLC015087,Steel & Iron Products
866,132230,Bengal Tea & Fabrics Ltd.,532230,,BNTF IN,BENT.BO,Listed,INE665D01016,L51909WB1983PLC036542,Textile - Spinning
867,112195,Bentley Commercial Enterprises Ltd.,512195,,BTC IN,BNTL.BO,Listed,INE496M01017,L24110MH1985PLC035396,Finance - Investment
868,124737,Benzo Petro International Ltd.,524737,,BPI IN,BENZ.BO,Listed,INE981M01018,L23200GJ1991PLC016272,Chemicals 
869,109480,Berger Paints India Ltd.,509480,BERGEPAINT,BRGR IN,BRGR.BO,Listed,INE463A01038,L51434WB1923PLC004793,Paints
870,131340,Bervin Investment & Leasing Ltd.,531340,,BRIL IN,BILL.BO,Listed,INE348I01018,L65993DL1990PLC039397,Finance - Investment
871,124606,Beryl Drugs Ltd.,524606,,BRD IN,BERD.BO,Listed,INE415H01017,L02423MP1993PLC007840,Pharmaceuticals & Drugs
872,131582,Beryl Securities Ltd.,531582,,BRLS IN,BERY.BO,Listed,INE508J01015,L67120MP1994PLC008882,Finance - NBFC
873,130447,Besco Ltd.,530447,,BESCO IN,,Listed,,L27109WB1928PLC006190,Castings/Forgings
874,100046,Best & Crompton Engineering Ltd.,500046,BECREL,BCE IN,BSTC.BO,Listed,INE287A01015,L29221TN1956PLC000204,Electric Equipment
875,108664,Best Eastern Hotels Ltd.,508664,,BEH IN,BEHT.BO,Listed,INE553F01035,L99999MH1943PLC040199,"Hotel, Resort & Restaurants"
876,131009,Beta Corporation Ltd.,531009,,BTS IN,,Listed,,L02919MP1988PLC004706,Miscellaneous
877,287380,Beta Drugs Ltd.,,BETA,BETADR IN,BTAD.BO,Listed,INE351Y01019,U24230HP2005PLC028969.,Pharmaceuticals & Drugs
878,131481,Beta-Kappa Investments Ltd.,531481,,BKI IN,BETA.BO,Listed,INE367F01014,L65993TZ1995PLC006687,Trading
879,131530,Betala Global Securities Ltd.,531530,,BGS IN,BETG.BO,Listed,INE658E01027,U65191TN1994PLC029073,Finance - Investment
880,112477,Betex India Ltd.,512477,,BETX IN,BETE.BO,Listed,INE765L01017,L17119GJ1992PLC018073,Textile - Manmade  Fibres
881,220706,BF Investment Ltd.,533303,BFINVEST,BFIN IN,BFIN.BO,Listed,INE878K01010,L65993PN2009PLC134021,Finance - Investment
882,132430,BF Utilities Ltd.,532430,BFUTILITIE,BFUT IN,BFUT.BO,Listed,INE243D01012,L40108PN2000PLC015323,Power Generation/Distribution
883,275120,BFL Asset Finvest Ltd.,539662,,BFLAFL IN,BFLA.BO,Listed,INE948Q01018,L45201RJ1995PLC010646,Finance - NBFC
884,111664,BGIL Films & Technologies Ltd.,511664,,BFTL IN,BGIL.BO,Listed,INE443D01018,L65993DL1989PLC035572,"Film Production, Distribution & Entertainment"
885,200018,BGR Energy Systems Ltd.,532930,BGRENERGY,BGRL IN,BGRE.BO,Listed,INE661I01014,L40106AP1985PLC005318,Engineering - Construction
886,293918,Bhadra Paper Mills Ltd.,,,,,Listed,,U85110KA1984PLC006140,Paper & Paper Products
887,207855,Bhagat Industrial Corporation Ltd.,,,,,Listed,,L15520DL1945PLC162518,Engineering
888,100051,Bhagawati Gas Ltd.,500051,BAGWATIGAS,BWG IN,BHAG.BO,Listed,INE099C01010,L24111RJ1974PLC005789,Industrial  Gases & Fuels
889,109449,Bhagawati Oxygen Ltd.,509449,,BOL IN,BHOX.BO,Listed,INE026I01010,L74899HR1972PLC006203,Industrial  Gases & Fuels
890,130803,Bhageria Industries Ltd.,530803,BHAGERIA,BGIN IN,BDYC.BO,Listed,INE354C01027,L24230MH1989PLC052574,Dyes & Pigments
891,122136,Bhagheeratha Engineering Ltd.,522136,,BGEL IN,,Listed,INE869E01012,L45201KL1976PLC002860,Engineering - Construction
892,131719,Bhagiradha Chemicals & Industries  Ltd.,531719,,BCHI IN,BHCM.BO,Listed,INE414D01019,L24219AP1993PLC015963,Pesticides & Agrochemicals
893,243090,Bhagwati (India) Ltd.,,,,,Listed,,L51909WB1983PLC036392,Finance - Investment
894,104646,Bhagwati Autocast Ltd.,504646,,BAL IN,BGAT.BO,Listed,INE106G01014,L27100GJ1981PLC004718,Castings/Forgings
895,132197,Bhagwati Cottons Ltd.,532197,,BHGC IN,,Listed,,L17110MH1995PLC093603,Textile 
896,243091,Bhagwati Pressing Co Ltd.,,,,,Listed,,U17232WB1943PLC011543,Textile 
897,267909,Bhagwati Vanaspati Industries Ltd.,,,,,Listed,,L15411WB1947PLC014782,Consumer Food
898,112296,Bhagyanagar India Ltd.,512296,BHAGYANGR,BHIL IN,BHIL.BO,Listed,INE458B01036,L27201AP1991PLC012449,Metal - Non Ferrous 
899,228501,Bhagyanagar Properties Ltd.,540621,BHAGYAPROP,BHAGYA IN,BHAY.BO,Listed,INE363W01018,U70102TG2006PTC050010,Construction - Real Estate
900,111698,Bhagyashree Leasing & Finance Ltd.,511698,,BLF IN,BHLF.BO,Listed,INE655F01012,L65910PN1994PLC138655,Finance - Investment
901,101233,Bhagyodaya Infrastructure Development Ltd.,501233,,BID IN,BHDY.BO,Listed,INE876D01019,L65990MH1974PLC017178,Construction - Real Estate
902,226542,Bhairav Enterprieses Ltd.,,,,,Listed,,L51909MH1984PLC217692,Finance - Investment
903,285653,Bhakti Gems & Jewellery Ltd.,540545,,BGJL IN,BHAS.BO,Listed,INE986W01016,U36910GJ2010PLC060064,Diamond  &  Jewellery
904,243093,Bhaktwatsal Investment Ltd.,,,,,Listed,,L51909WB1981PLC034200,Finance - Investment
905,276972,Bhalchandram Clothing Ltd.,,BHALCHANDR,BHCL IN,,Listed,INE992S01012,U17120MH2005PLC156451,Trading
906,112608,Bhandari Hosiery Exports Ltd.,512608,BHANDARI,BHX IN,BHEX.BO,Listed,INE474E01029,L17115PB1993PLC013930,Textile 
907,267242,Bhanderi Infracon Ltd.,538576,,BHAI IN,BHND.BO,Listed,INE336Q01016,L45201GJ2004PLC044481,Construction - Real Estate
908,236438,Bhanot Construction & Housing Ltd.,534740,,BTCH IN,BCHL.BO,Listed,INE484K01017,L45201DL1976PLC008294,Construction - Real Estate
909,100052,Bhansali Engineering Polymers Ltd.,500052,BEPL,BEPL IN,BHAN.BO,Listed,INE922A01025,L27100MH1984PLC032637,Chemicals 
910,131862,Bharat Agri Fert & Realty Ltd.,531862,,BFIL IN,BFER.BO,Listed,INE842D01011,L24100MH1985PLC036547,Fertilizers
911,111501,Bharat Bhushan Finance & Commodity Brokers Ltd.,511501,,BBSC IN,BBSS.BO,Listed,INE900A01013,L67120DL1992PLC049038,Finance - Investment
912,103960,Bharat Bijlee Ltd.,503960,BBL,BIJL IN,BBJL.BO,Listed,INE464A01028,L31300MH1946PLC005017,Electric Equipment
913,212705,Bharat Dynamics Ltd.,541143,BDL,BDL IN,BARA.BO,Listed,INE171Z01018,U24292TG1970GOI001353,Defence
914,100049,Bharat Electronics Ltd.,500049,BEL,BHE IN,BAJE.BO,Listed,INE263A01024,L32309KA1954GOI000787,Engineering - Industrial Equipments
915,210779,Bharat Financial Inclusion Ltd.,533228,BHARATFIN,BHAFIN IN,SKSM.BO,Listed,INE180K01011,L65999MH2003PLC250504,Finance - NBFC
916,100493,Bharat Forge Ltd.,500493,BHARATFORG,BHFC IN,BFRG.BO,Listed,INE465A01025,L25209PN1961PLC012046,Forgings
917,105688,Bharat Gears Ltd.,505688,BHARATGEAR,BG IN,BGRS.BO,Listed,INE561C01019,L29130HR1971PLC034365,Auto Ancillary
918,100103,Bharat Heavy Electricals Ltd.,500103,BHEL,BHEL IN,BHEL.BO,Listed,INE257A01026,L74899DL1964GOI004281,Engineering - Industrial Equipments
919,205520,Bharat Hotels Ltd.,508984,,,,Listed,INE466A01015,U74899DL1981PLC011274,"Hotel, Resort & Restaurants"
920,124663,Bharat Immunologicals & Biologicals Corporation Ltd.,524663,,BIMB IN,BIBC.BO,Listed,INE994B01014,L24232UP1989GOI010542,Pharmaceuticals & Drugs
921,224815,Bharat Investments Growth Ltd.,,,,,Listed,,L67120DL1984PLC018645,Finance - NBFC
922,101815,Bharat Line Ltd.,501815,,BHLN IN,BHSH.BO,Listed,,U61100GJ1945PLC000855,Miscellaneous
923,224812,Bharat Nidhi Ltd.,,,,,Listed,INE286F01016,L74899DL1942PLC000644,Trading
924,225603,Bharat Parenterals Ltd.,541096,,BHP IN,BATP.BO,Listed,INE365Y01019,U24231GJ1992PLC018237,Pharmaceuticals & Drugs
925,100547,Bharat Petroleum Corporation Ltd.,500547,BPCL,BPCL IN,BPCL.BO,Listed,INE029A01011,L23220MH1952GOI008931,Refineries
926,190021,Bharat Rasayan Ltd.,590021,BHARATRAS,BRSN IN,BRSN.BO,Listed,INE838B01013,L24119DL1989PLC036264,Pesticides & Agrochemicals
927,275019,Bharat Road Network Ltd.,540700,BRNL,BRNL IN,BHRNF.BO,Listed,INE727S01012,U45203WB2006PLC112235,Engineering - Construction
928,123229,Bharat Seats Ltd.,523229,,BSET IN,BSTS.BO,Listed,INE415D01024,L34300DL1986PLC023540,Auto Ancillary
929,131029,Bharat Textiles & Proofing Industries  Ltd.,531029,,BTPI IN,BHAA.BO,Listed,INE201N01019,L17111TN1990PLC020072,Textile 
930,221577,Bharat Wire Ropes Ltd.,539799,BHARATWIRE,BWRL IN,BHWR.BO,Listed,INE316L01019,L27200MH1986PLC040468,Metal - Non Ferrous 
931,132609,Bharati Defence & Infrastructure Ltd.,532609,BHARATIDIL,BHDIL IN,BHAR.BO,Listed,INE673G01013,L61100MH1976PLC019092,Ship Building
932,222606,Bharatiya Global Infomedia Ltd.,533499,BGLOBAL,BGIL IN,BHRT.BO,Listed,INE224M01013,U74999DL1994PLC062967,IT - Software 
933,119393,Bharatpur Nutritional Products Ltd.,519393,,DMI IN,,Listed,INE839C01019,L15499RJ1937PLC001636,Consumer Food
934,132454,Bharti Airtel Ltd.,532454,BHARTIARTL,BHARTI IN,BRTI.BO,Listed,INE397D01024,L74899DL1995PLC070609,Telecommunication - Service  Provider
935,209967,Bharti Infratel Ltd.,534816,INFRATEL,BHIN IN,BHRI.BO,Listed,INE121J01017,L64201DL2006PLC156038,Telecommunication - Service  Provider
936,237440,Bhartia Bright & Seamless Steels Ltd.,,,,,Listed,,L67120WB1949PLC017539,Consumer Durables - Domestic Appliances
937,126666,Bhartiya International Ltd.,526666,BIL,BHTI IN,BHAI.BO,Listed,INE828A01016,L74899DL1987PLC026607,Leather
938,124534,Bhaskar Agrochemicals Ltd.,524534,,BHAG IN,,Listed,INE972C01018,L24219TG1988PLC008331,Pesticides & Agrochemicals
939,288345,Bhatia Communications & Retail (India) Ltd.,540956,,BHATIA IN,BHTA.BO,Listed,INE341Z01017,U32109GJ2008PLC053336,Trading
940,227499,Bhatkawa Tea Industries Ltd.,,,,,Listed,INE794101013,L01132WB1911PLC002077,Tea/Coffee
941,101146,Bhavi Investments Ltd.,501146,,BHI IN,,Listed,,U99999MH1977PLC020015,Finance - Investment
942,118017,Bheema Cements Ltd.,518017,,BHEC IN,BHEE.BO,Listed,INE333H01012,L26942TG1978PLC002315,Cement & Construction Materials
943,236506,Bherudan Dugar Finance Ltd.,,,,,Listed,,L65191TN1991PLC020162,Finance - Investment
944,122283,Bhilai Engineering Corporation Ltd.,522283,,BEC IN,,Listed,,L29111CT1960PLC000913,Engineering - Industrial Equipments
945,243123,Bhilwara Holdings Ltd.,,,,,Listed,,L65993WB1980PLC033007,Finance - NBFC
946,114272,Bhilwara Spinners Ltd.,514272,,BWS IN,BHIS.BO,Listed,INE436C01014,L17115RJ1980PLC008217,Trading
947,219491,Bhilwara Technical Textiles Ltd.,533108,,BTTL IN,BHIT.BO,Listed,INE274K01012,L18101RJ2007PLC025502,Textile 
948,224813,Bhopal Udyog Ltd.,,,,,Listed,,L15412DL1942PLC114497,Miscellaneous
949,123808,Bhor Industries Ltd.,523808,BHORIND,BHOR IN,,Listed,INE160C01010,L17115PN1943PLC016692,Plastic Products
950,106027,Bhoruka Aluminium Ltd.,506027,,BHAL IN,BHRK.BO,Listed,INE866G01013,L27203KA1979PLC003442,Aluminium & Aluminium Products
951,243126,Bhutoria Brothers Ltd.,,,,,Listed,,U65993WB1980PTC033117,Miscellaneous
952,254361,Bhutoria Valve Udyog Ltd.,,,,,Listed,,U29120WB1972PLC031488,Retailing
953,124725,Bhuvan Tripura Industries  Ltd.,524725,,BTRI IN,,Listed,INE604B01027,L91110GJ1993PLC020268,Chemicals 
954,113333,Bhuwalka Steel Industries  Ltd.,513333,BUWALKASTL,BSIL IN,BHLK.BO,Listed,INE069C01013,L27209KA1981PLC004343,Steel & Iron Products
955,280524,Bigbloc Construction Ltd.,540061,BIGBLOC,BIGBLOC IN,BIGB.BO,Listed,INE412U01017,U45200GJ2015PLC083577,Construction - Real Estate
956,109463,Bihar Air Products Ltd.,509463,,BAPR IN,,Listed,,L11100JH1975SGC001202,Industrial  Gases & Fuels
957,104621,Bihar Foundry & Castings Ltd.,504621,,BHF IN,,Listed,,U27100JH1971PLC000912,Steel & Iron Products
958,243128,Bihar Hotels Ltd.,,,,,Listed,,U55101BR1964PLC000737,"Hotel, Resort & Restaurants"
959,100058,Bihar Sponge Iron Ltd.,500058,BIHARSPONG,BISI IN,BHSP.BO,Listed,INE819C01011,L27106JH1982PLC001633,Steel/Sponge Iron/Pig Iron
960,224854,Bihariji Ispat Udyog Ltd.,,,,,Listed,INE073F01018,L27109DL1974PLC007047,Finance - Investment
961,243131,Bijco Holdings Ltd.,,,,,Listed,,L70101WB1984PLC053075,Finance - NBFC
962,112313,Bijlee Textiles Ltd.,512313,,BJLT IN,BIJL.BO,Listed,INE368F01012,L51110GJ1985PLC013252,Textile 
963,223849,Bijni Doors Tea Company Ltd.,,,,,Listed,,L70109WB1916PLC002698,Tea/Coffee
964,124723,Bijoy Hans Ltd.,524723,,BJHN IN,,Listed,,L51909AS1985PLC002323,Trading
965,243132,Bijoy Mining Co Ltd.,,,,,Listed,,L13201WB1940PLC010013,Mining & Minerals
966,222624,BIL Energy Systems Ltd.,533321,BILENERGY,BESL IN,BILE.BO,Listed,INE607L01029,L28995MH2010PLC199691,Steel & Iron Products
967,122193,BIL Industries Ltd.,522193,BHUPENIND,BI IN,,Listed,INE447401014,U99999MH1988PTC047039,Trading
968,131906,Bilati (Orissa) Ltd.,531906,,BIO IN,,Listed,,L01121OR1994PLC003696,Consumer Food
969,126853,Bilcare Ltd.,526853,,BILC IN,BIL.BO,Listed,INE986A01012,L28939PN1987PLC043953,Plastic Products
970,131590,Bilpower Ltd.,531590,BILPOWER,BILP IN,BILP.BO,Listed,INE952D01018,L51420MH1989PLC053772,Steel & Iron Products
971,105681,Bimetal Bearings Ltd.,505681,BIMETAL,BBRG IN,BMTL.BO,Listed,INE469A01019,L29130TN1961PLC004466,Bearings
972,114344,Binaca Synthetic Resins Ltd.,514344,,BNSY IN,,Listed,,L17119GJ1993PLC019325,Chemicals 
973,100059,Binani Industries Ltd.,500059,BINANIIND,BZL IN,BINZ.BO,Listed,INE071A01013,L24117WB1962PLC025584,Diversified
974,200169,Binani Metals Ltd.,,,,,Listed,INE129H01014,L22100WB1941PLC119187,Trading
975,123054,Binayak Tex Processors Ltd.,523054,,BYT IN,BINT.BO,Listed,INE626H01019,L17110MH1983PLC030245,Textile 
976,282928,Bindal Exports Ltd.,540148,,BNDEX IN,BINL.BO,Listed,INE564V01013,U51109GJ2007PLC050915,Trading
977,114215,Binny Ltd.,514215,,BINNY IN,BINN.BO,Listed,INE118K01011,L17111TN1969PLC005736,Textile 
978,222448,Binny Mills Ltd.,535620,,BIML IN,BINY.BO,Listed,INE160L01011,L17120TN2007PLC065807,Trading
979,225740,Bio Green Papers Ltd.,534535,,BIOP IN,BGPL.BO,Listed,INE958L01018,L21012TG1994PLC017207,Paper & Paper Products
980,227500,Bio Tea Estates Ltd.,,,,,Listed,,U01132WB1913PLC002764,Tea/Coffee
981,132523,Biocon Ltd.,532523,BIOCON,BIOS IN,BION.BO,Listed,INE376G01013,L24234KA1978PLC003417,Pharmaceuticals & Drugs
982,124396,Biofil Chemicals & Pharmaceuticals Ltd.,524396,BIOFILCHEM,BFC IN,BIOF.BO,Listed,INE829A01014,L24233MP1985PLC002709,Pharmaceuticals & Drugs
983,132330,Biopac India Corporation Ltd.,532330,,BIC IN,BIOP.BO,Listed,INE998A01017,L51900DN1987PLC000441,Plastic Products
984,291918,Biotic Waste Ltd.,,,,,Listed,,U90000HR2009PLC038942,Miscellaneous
985,131372,Biowin Pharma (India) Ltd.,531372,,BWPI IN,,Listed,INE244D01010,U24239MH1991PLC060959,Pharmaceuticals & Drugs
986,100060,Birla Cable Ltd.,500060,BIRLACABLE,BIRCB IN,BRLE.BO,Listed,INE800A01015,L31300MP1992PLC007190,Cable
987,112332,Birla Capital And Financial Services Ltd.,512332,,BCFS IN,BLIN.BO,Listed,INE776E01027,L51900MH1985PLC036156,Finance - NBFC
988,100335,Birla Corporation Ltd.,500335,BIRLACORPN,BCORP IN,BRLC.BO,Listed,INE340A01012,L01132WB1919PLC003334,Diversified
989,200063,Birla Cotsyn (India) Ltd.,533006,BIRLACOT,BCOT IN,BIRC.BO,Listed,INE655I01024,L17110MH1941PLC003429,Textile - Spinning
990,205434,Birla Global Finance Ltd.,500064,BGFL,,,Delisted,INE097A01018,U65990MH1986PLC040240,Finance - Investment
991,105426,Birla Machining & Toolings Ltd. (Amalgamation),505426,DAGERFORST,BMTL IN,BIRL.BO,Delisted,INE989B01014,L99999MH1965PLC013198,Engineering - Industrial Equipments
992,221710,Birla Pacific Medspa Ltd.,533469,,BMED IN,BPML.BO,Listed,INE341L01017,L85100MH2008PLC184689,Hospital & Healthcare Services
993,117001,Birla Power Solutions Ltd.,517001,BIRLAPOWER,BLPS IN,BRLY.BO,Listed,INE224B01024,L31101MH1984PLC032773,Electric Equipment
994,122105,Birla Precision Technologies Ltd.,522105,,BLKM IN,BRLK.BO,Listed,INE372E01025,L29220MH1986PLC041214,Engineering - Industrial Equipments
995,111607,Birla Shloka Edutech Ltd.,511607,BIRSHLE,BSED IN,BRSL.BO,Listed,INE814E01018,L74999MH1992PLC066910,IT - Software 
996,103823,Birla Transasia Carpets Ltd.,503823,,TAC IN,BTCP.BO,Listed,INE646O01013,L17222UP1972PLC004772,Textile 
