Sr.No.,Accord Code,Company Name,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Listing Status,CD_ISIN No,CD_CIN Number,CD_Industry
997,132400,Birlasoft Ltd.,532400,BSOFT,KPIT IN,KPIT.BO,Listed,INE836A01035,L72200PN1990PLC059594,IT - Software 
998,131428,Birmingham Thermotech Ltd.,531428,,BRMT IN,,Listed,INE782B01013,L29300GJ1995PLC025792,Miscellaneous
999,131671,Bisil Plast Ltd.,531671,,BISP IN,BISI.BO,Listed,INE214D01021,L17119GJ1986PLC009009,Plastic Products
1000,126709,BITS Ltd.,526709,,BITS IN,BITS.BO,Listed,INE839A01021,L72200DL1992PLC241971,IT - Software 
1001,131647,BJ Duplex Boards Ltd.,531647,,BJD IN,,Listed,INE265C01017,L21090DL1995PLC066281,Paper & Paper Products
1002,116112,BK Duplex Board Ltd.,516112,,BKDB IN,,Listed,INE212C01019,U21012PB1980PLC004260,Paper & Paper Products
1003,274321,BKM Industries Ltd.,539043,BKMINDST,BKMINDST IN,BKMI.BO,Listed,INE831Q01016,L27100WB2011PLC161235,Engineering - Industrial Equipments
1004,119500,BKV Industries Ltd.,519500,,BKVI IN,BKVI.BO,Listed,INE356C01022,L05005AP1993PLC015304,Consumer Food
1005,132719,BL Kashyap & Sons Ltd.,532719,BLKASHYAP,KASH IN,BLKS.BO,Listed,INE350H01032,L74899DL1989PLC036148,Construction - Real Estate
1006,114183,Black Rose Industries  Ltd.,514183,,BROS IN,BRIL.BO,Listed,INE761G01016,L17120MH1990PLC054828,Trading
1007,131570,Blazon Marbles Ltd.,531570,,BLAL IN,BLAZ.BO,Listed,INE096H01023,L14100GJ1992PLC018260,Mining & Minerals
1008,132290,BLB Ltd.,532290,BLBLIMITED,BLBL IN,BLB.BO,Listed,INE791A01024,L67120HR1981PLC051078,Finance - Stock Broking
1009,106197,Bliss GVS Pharma Ltd.,506197,BLISSGVS,BLIS IN,BLIS.BO,Listed,INE416D01022,L24230MH1984PLC034771,Pharmaceuticals & Drugs
1010,126225,Bloom Dekor Ltd.,526225,,BLOM IN,BLOD.BO,Listed,INE253C01013,L20210GJ1992PLC017341,Wood & Wood Products
1011,113422,Bloom Industries Ltd.,513422,,BSL IN,BLOM.BO,Listed,INE373E01015,L27200MH1989PLC054774,Metal - Ferrous 
1012,205435,Blow Plast Ltd. (Amalgamated),500066,BLOWPLAST,BP IN,,Delisted,INE051A01015,U99999MH1965PLC013261,Plastic Products
1013,211024,Blr India Pvt Limited,,, ,,Listed,,U63010MH1989PLC052533,Logistics
1014,131175,BLS Infotech Ltd.,531175,,BIN IN,BLSI.BO,Listed,INE606B01022,L30007WB1985PLC038686,IT - Software 
1015,281585,BLS International Services Ltd.,540073,BLS,BLSIN IN,BLSN.BO,Listed,INE153T01027,L51909DL1983PLC016907,Miscellaneous
1016,132781,Blue Bird (India) Ltd.,532781,BLUEBIRD,BIRD IN,BLBI.BO,Listed,INE697H01010,L22122PN1999PLC013842,Printing And Publishing
1017,102761,Blue Blends (India) Ltd.,502761,BLUEBLENDS,BLB IN,BLBL.BO,Listed,INE113O01014,L17120MH1981PLC023900,Textile 
1018,131936,Blue Chip India Ltd.,531936,BLUECHIP,BLCI IN,BLCI.BO,Listed,INE657B01025,L65991WB1993PLC060597,Finance - Investment
1019,106981,Blue chip Tex Industries Ltd.,506981,,BCTX IN,BLCH.BO,Listed,INE472D01017,L17100DN1985PLC005561,Textile - Manmade  Fibres
1020,279718,Blue Cloud Softech Solutions Ltd.,539607,,BCSS IN,BLUC.BO,Listed,INE373T01021,L72200TG1991PLC013135,IT - Software 
1021,131495,Blue Coast Hotels Ltd.,531495,BLUECOAST,BCOH IN,BCHR.BO,Listed,INE472B01011,L31200GA1992PLC003109,"Hotel, Resort & Restaurants"
1022,126612,Blue Dart Express Ltd.,526612,BLUEDART,BDE IN,BLDT.BO,Listed,INE233B01017,L61074MH1991PLC061074,Courier  Services
1023,227850,Blue Horizon Investments Ltd.,,,,,Listed,,L99999MH1974PLC127031,Finance - Investment
1024,114440,Blue Pearl Texspin Ltd.,514440,,BPTL IN,EWFI.BO,Listed,INE439N01023,L36104MH1992PLC069447,Trading
1025,243341,Blue Print Securities Ltd.,,,,,Listed,,L51101WB1990PLC049554,Finance - Stock Broking
1026,132346,Blue Star Infotech Ltd. - (Amalgamated),532346,BLUESTINFO,BLSI IN,BLUI.BO,Delisted,INE504B01011,L72200MH1997PLC110459,IT - Software 
1027,100067,Blue Star Ltd.,500067,BLUESTARCO,BLSTR IN,BLUS.BO,Listed,INE472A01039,L28920MH1949PLC006870,Air Conditioners
1028,277414,Blueblood Ventures Ltd.,539637,,BVL IN,BLUO.BO,Listed,INE562S01013,U70102DL2007PLC159680,Finance - Stock Broking
1029,131713,Bluechip Stockspin Ltd.,531713,,BCS IN,BLEC.BO,Listed,INE337F01017,L65990GJ1994PLC023337,Finance - Investment
1030,131420,BMB Music & Magnetics Ltd.,531420,,BOKA IN,BMBM.BO,Listed,INE644K01016,U19116WB1991PLC052456,"Film Production, Distribution & Entertainment"
1031,123019,BN Rathi Securities Ltd.,523019,,LL IN,BNRA.BO,Listed,INE710D01010,L65993AP1985PLC005838,Finance - Stock Broking
1032,100069,BNK Capital Markets Ltd.,500069,,BNK IN,BNKC.BO,Listed,INE418C01012,L34202WB1986PLC040542,Finance - NBFC
1033,130809,BNR Udyog Ltd.,530809,,RSSB IN,BNRU.BO,Listed,INE355C01016,L67120AP1994PLC018841,Diversified
1034,126925,Bobshell Electrodes Ltd.,526925,,BBSE IN,,Listed,INE896B01011,L29308GJ1994PLC023275,Electrodes & Welding Equipment
1035,124370,Bodal Chemicals Ltd.,524370,BODALCHEM,BODL IN,BODA.BO,Listed,INE338D01028,L24110GJ1986PLC009003,Chemicals 
1036,200173,Bodhtree Consulting Ltd.,539122,BODHTREE,BTREE IN,BODH.BO,Listed,INE104F01011,L74140TG1982PLC040516,IT - Software 
1037,227291,Bohra Industries Ltd.,,BOHRA,BOHRA IN,BOHA.BO,Listed,INE802W01015,U24117RJ1996PLC012912,Fertilizers
1038,101425,Bombay Burmah Trading Corporation Ltd.,501425,BBTC,BBTC IN,BBRM.BO,Listed,INE050A01025,L99999MH1863PLC000002,Agriculture
1039,101430,Bombay Cycle & Motor Agency Ltd.,501430,,BCMA IN,BOCM.BO,Listed,INE691K01017,L74999MH1919PLC000557,Trading
1040,100020,Bombay Dyeing & Manufacturing Company Ltd.,500020,BOMDYEING,BD IN,BDYN.BO,Listed,INE032A01023,L17120MH1879PLC000037,Textile 
1041,109470,Bombay Oxygen Investments Ltd.,509470,,BOMOXY IN,BOXY.BO,Listed,INE01TL01014,L65100MH1960PLC011835,Industrial  Gases & Fuels
1042,102216,Bombay Potteries & Tiles Ltd.,502216,,BPT IN,BPOT.BO,Listed,,L26933MH1933PLC001977,Construction - Real Estate
1043,132678,Bombay Rayon Fashions Ltd.,532678,BRFL,BRFL IN,BRFL.BO,Listed,INE589G01011,L17120MH1992PLC066880,Textile 
1044,288684,Bombay Super Hybrid Seeds Ltd.,,BSHSL,BSHSL IN,,Listed,INE032Z01012,U01132GJ2014PLC080273,Agriculture
1045,111246,Bombay Talkies Ltd.,511246,,FTS IN,WHTL.BO,Listed,INE910D01024,L65990MH1984PLC033919,Finance - NBFC
1046,104648,Bombay Wire Ropes Ltd.,504648,,BWR IN,,Listed,INE089T01023,L24110MH1961PLC011922,Steel & Iron Products
1047,132027,Bonanza Biotech Ltd.,532027,,RELP IN,,Listed,INE050C01013,U02423MP1981PLC001779,Plastic Products
1048,123133,Bonanza Industries Ltd.,523133,,AKIL IN,BNZA.BO,Listed,INE143N01021,L17110MH1981PLC024265,Trading
1049,106315,Borax Morarji Ltd. - (Amalgamated),506315,,BORX IN,BORX.BO,Delisted,INE658B01015,L24100MH1963PLC012706,Chemicals 
1050,243346,Bormah  Tea (1936) Ltd.,,,,,Listed,,L01132WB1936PLC008535,Tea/Coffee
1051,102219,Borosil Glass Works Ltd.,502219,BOROSIL,BRSL IN,BORO.BO,Listed,INE666D01022,L99999MH1962PLC012538,Glass
1052,243347,Borosil Holdings Ltd.,,,,,Listed,,L67120WB1979PLC031902,Finance - Investment
1053,100530,Bosch Ltd.,500530,BOSCHLTD,BOS IN,BOSH.BO,Listed,INE323A01026,L85110KA1951PLC000761,Auto Ancillary
1054,131458,Boston Bio Systems Ltd.,531458,,BBSL IN,BBSL.BO,Listed,INE109B01019,L31100GJ1995PLC025476,Medical Equipment/Supplies/Accessories
1055,101469,Boston Education & Software Technologies Ltd.,501469,,LKA IN,BOST.BO,Listed,INE122C01010,U51100MH1980PLC022530,IT - Education
1056,278052,Boston Leasing and Finance Ltd.,539274,,BLFL IN,BOSL.BO,Listed,INE962P01011,L65910GJ1984PLC007459,Finance - Investment
1057,225903,Bothra Metals & Alloys Ltd.,535279,,BMAL IN,BOTH.BO,Listed,INE583M01012,L27100MH2001PLC133926,Aluminium & Aluminium Products
1058,243350,Boulevard Properties Ltd.,,,,,Listed,,U24299WB1985PLC039295,Finance - Investment
1059,237311,BP Alloys Ltd.,,,,,Listed,,L27107PB1987PLC007827,Steel & Iron Products
1060,243351,BP Capital Ltd.,536965,,BPCA IN,BPCA.BO,Listed,INE947C01010,L74899DL1994PLC057572,Finance - NBFC
1061,243352,BP Investments Ltd.,,,,,Listed,,L65993WB1971PLC028138,Finance - Investment
1062,100074,BPL Ltd.,500074,BPL,BPL IN,BPL.BO,Listed,INE110A01019,L28997KL1963PLC002015,Electronics - Components
1063,289779,BR Goyal Infrastructure Ltd.,,,,,Listed,,U04520MP2005PTC17479,Engineering - Construction
1064,100384,Brabourne Enterprises Ltd. (Amalgamated),500384,BRABOURNE,BRAE IN,BRAB.BO,Delisted,INE629A01018,L24239MH1967PLC013739,Pharmaceuticals & Drugs
1065,105690,Brady & Morris Engineering Company Ltd.,505690,,BMEC IN,BMEC.BO,Listed,INE856A01017,L29150MH1946PLC004729,Engineering - Industrial Equipments
1066,200509,Brahmanand Himghar Ltd.,590081,,BRHL IN,BRHG.BO,Listed,INE318G01015,L29248WB1990PLC049290,Trading
1067,131194,Brahmaputra Infraproject Ltd.,531194,,,,Delisted,INE968C01016,L65910DL1992PLC048613,Engineering - Construction
1068,200064,Brahmaputra Infrastructure Ltd.,535693,,BRAI IN,BRAH.BO,Listed,INE320I01017,L55204DL1998PLC095933,Engineering - Construction
1069,120115,Brakes Auto (India) Ltd.,520115,,BRKA IN,BRAI.BO,Listed,INE222G01019,L99999MH1980PLC108683,Trading
1070,287986,Brand Concepts Ltd.,,BCONCEPTS,BCONCEPT IN,BRAN.BO,Listed,INE977Y01011,U51909MH2007PLC174702,Trading
1071,131203,Brand Realty Services Ltd.,531203,,BRRL IN,BRND.BO,Listed,INE819G01012,L74899DL1995PLC064237,Finance - Investment
1072,205244,Brandhouse Retails Ltd.,533059,BRANDHOUSE,BRET IN,BRNR.BO,Listed,INE317J01011,L52320MH2004PLC146760,Retailing
1073,130207,Brawn Biotech Ltd.,530207,,BRPH IN,BRAW.BO,Listed,INE899B01015,L74899DL1985PLC022468,Trading
1074,130249,Bridge Securities Ltd.,530249,,BRSC IN,BRST.BO,Listed,INE958C01017,L67120GJ1994PLC023772,Finance - Investment
1075,200020,Brigade Enterprises Ltd.,532929,BRIGADE,BRGD IN,BRIG.BO,Listed,INE791I01019,L85110KA1995PLC019126,Construction - Real Estate
1076,126731,Bright Brothers Ltd.,526731,BRIGHTBROS,BRB IN,BRIB.BO,Listed,INE630D01010,L25209MH1946PLC005056,Plastic Products
1077,289266,Bright Solar Ltd.,,BRIGHT,BRIGHT IN,,Listed,INE684Z01010,U51109GJ2010PLC060377,Compressors / Pumps
1078,132368,Brightcom Group Ltd.,532368,BCG,BCG IN,YBRA.BO,Listed,INE425B01027,L64203TG1999PLC030996,IT - Software 
1079,132113,Brijlaxmi Leasing & Finance Ltd.,532113,,BLFI IN,BRLF.BO,Listed,INE957E01031,L65993GJ1990PLC014183,Finance - Investment
1080,270064,Brilliant Portfolios Ltd.,539434,,BRLPRT IN,BRII.BO,Listed,INE661F01010,L74899DL1994PLC057507,Finance - Others
1081,106164,Brindaban Holdings & Trading Ltd.,506164,,BDH IN,,Listed,,L65990MH1983PLC029866,Finance - NBFC
1082,100825,Britannia Industries Ltd.,500825,BRITANNIA,BRIT IN,BRIT.BO,Listed,INE216A01030,L15412WB1918PLC002964,Consumer Food
1083,132816,Broadcast Initiatives Ltd.,532816,BROADCAST,BCIL IN,BROI.BO,Listed,INE698H01018,L92130MH2004PLC144371,TV Broadcasting & Software Production
1084,238438,Bronze Infra-Tech Ltd.,534731,,BITL IN,BRON.BO,Listed,INE830N01015,L74990WB2004PLC100116,Construction - Real Estate
1085,281040,Bronze Trading Ltd.,539873,,"BRONZE IN	",BROZ.BO,Listed,INE022R01010,L51431CH1984PLC023818,Trading
1086,221680,Brooks Laboratories Ltd.,533543,BROOKS,BKL IN,BROO.BO,Listed,INE650L01011,L24232HP2002PLC000267,Pharmaceuticals & Drugs
1087,243357,Brownia Buisness Ltd.,,,,,Listed,,L65993WB1979PLC032146,Finance - Investment
1088,190061,Brushman (India) Ltd.,590061,,BRUS IN,BRUS.BO,Listed,INE357C01012,L74899DL1993PLC051862,Miscellaneous
1089,212773,BS Ltd.,533276,BSLIMITED,BSTL IN,BSLI.BO,Listed,INE043K01029,L27109AP2004PLC042375,Engineering - Construction
1090,207901,BSE Ltd.,,BSE,BSE IN,BSEL.BO,Listed,INE118H01025,U67120MH2005PLC155188,Finance - Others
1091,132123,BSEL Infrastructure Realty Ltd.,532123,BSELINFRA,BSEL IN,BISL.BO,Listed,INE395A01016,L99999MH1995PLC094498,Construction - Real Estate
1092,107070,BSI Ltd.,507070,BSI,BSI IN,,Listed,,L01115MP1943PLC000221,Trading
1093,114045,BSL Ltd.,514045,BSL,BWSY IN,BSLL.BO,Listed,INE594B01012,L24302RJ1970PLC002266,Textile - Weaving
1094,222691,BSR Finance & Constructions Ltd.,,,,,Listed,INE032D01019,L65921WB1993PLC057797,Finance - Investment
1095,267879,BT Syndicate Ltd.,542206,,BTSYN IN,,Listed,INE139E01028,L24231WB1983PLC035857,Trading
1096,224853,BT TechNet Ltd.,,,,,Listed,INE016B01016,L74899DL1993PLC056425,IT - Software 
1097,288718,Buddha Global Ltd.,,,,,Listed,,U14220DL2011PLC303140,Diversified
1098,212775,Budge Budge Co Ltd.,538789,,BUBU IN,,Listed,INE948C01026,L26941WB1973PLC028796,Textile 
1099,243362,Bulls & Bears Portfolios Ltd.,,,,,Listed,,L74899DL1994PLC058449,Finance - Investment
1100,243366,Burlington Finance Ltd.,,,,,Listed,,L67120WB1981PLC033904,Finance - NBFC
1101,200004,Burnpur Cement Ltd.,532931,BURNPUR,BPUR IN,BRCL.BO,Listed,INE817H01014,L27104WB1986PLC040831,Cement & Construction Materials
1102,111383,Burr Brown (India) Ltd.,511383,BURRBROWN,BBIL IN,,Listed,INE474A01019,U31909UP1995PLC017792,Finance - NBFC
1103,205438,Burroughs Welcome Ltd. (Amalgamated),500076,BURRWELCOM,,,Delisted,INE157A01010,L24110MH1948PLC006517,Pharmaceuticals & Drugs
1104,117421,Butterfly Gandhimathi Appliances Ltd.,517421,BUTTERFLY,BGAL IN,BUTT.BO,Listed,INE295F01017,L28931TN1986PLC012728,Consumer Durables - Domestic Appliances
1105,104643,BWL Ltd.,504643,,BWL IN,BWL.BO,Listed,,L27105CT1971PLC001096,Steel & Iron Products
1106,212782,C Mahendra Exports Ltd.,533304,CMAHENDRA,CMEXP IN,CMAH.BO,Listed,INE378J01013,L27205MH2007PLC166717,Diamond  &  Jewellery
1107,132813,C&C Constructions Ltd.,532813,CANDC,CCON IN,CCCL.BO,Listed,INE874H01015,L45201DL1996PLC080401,Engineering - Construction
1108,289982,Cabcon India Ltd.,,,,,Listed,,U31200WB1991PLC050809,Electric Equipment
1109,132321,Cadila Healthcare Ltd.,532321,CADILAHC,CDH IN,CADI.BO,Listed,INE010B01027,L24230GJ1995PLC025878,Pharmaceuticals & Drugs
1110,211632,Cadsys India Ltd.,,CADSYS,CADSYS IN,CADS.BO,Listed,INE090Y01013,U72200AP1992PLC014558,IT - Software 
1111,132792,Cairn India Ltd. (Amalgamated),532792,CAIRN,CAIR IN,CAIL.BO,Delisted,INE910H01017,L11101MH2006PLC163934,Oil Exploration
1112,117236,Calcom Vision Ltd.,517236,,CALC IN,CLCM.BO,Listed,INE216C01010,L92111DL1985PLC021095,Electric Equipment
1113,254381,Calcutta Investment Company Ltd.,,,,,Listed,,L67120WB1936PLC008746,Finance - NBFC
1114,275025,Calcutta Jute Mfg Co Ltd.,,,,,Listed,,L17232WB1929PLC006470,Textile - Weaving
1115,243369,Calcutta Security Printers Ltd.,,,,,Listed,,L22210UP1972PLC030031,Printing & Stationery
1116,243370,Calcutta Silk Manufacturing Co Ltd.,,,,,Listed,,L70109WB1936PLC008618,Textile 
1117,243371,Calicut Engineering Works Ltd.,,,,,Listed,,L63090WB1963PLC025893,Engineering
1118,132386,California Software Company Ltd.,532386,CALSOFT,CFSC IN,CALI.BO,Listed,INE526B01014,L72300TN1992PLC022135,IT - Software 
1119,217640,Call Money,,,,,Listed,,,Other
1120,126652,Cals Refineries Ltd.,526652,,CALS IN,CALS.BO,Listed,INE040C01022,L51909DL1984PLC018775,Oil Exploration
1121,243373,CAMAC Commercial Company Ltd.,,,,,Listed,,L70109DL1980PLC169318,Finance - Investment
1122,132801,Cambridge Technology Enterprises Ltd.,532801,CTE,CTECH IN,CATE.BO,Listed,INE627H01017,L72200AP1999PLC030997,IT - Software 
1123,243375,Camellia Trading & Investment Ltd.,,,,,Listed,,L65921WB1982PLC035000,Finance - Investment
1124,124440,Camex Ltd.,524440,,CAMX IN,CAMX.BO,Listed,INE198C01010,L24230GJ1989PLC013041,Dyes & Pigments
1125,132834,Camlin Fine Sciences Ltd.,532834,CAMLINFINE,CFIN IN,CAMF.BO,Listed,INE052I01032,L74100MH1993PLC075361,Chemicals 
1126,200125,Camson Bio Technologies Ltd.,538858,,CBTL IN,CAMS.BO,Listed,INE845E01012,L85110KA1993PLC014944,Agriculture
1127,278625,Camson Seeds Ltd.,540071,,CAMSD IN,CAMO.BO,Listed,INE494T01017,U01200KA2013PLC069985,Agriculture
1128,111196,Can Fin Homes Ltd.,511196,CANFINHOME,CANF IN,CNFH.BO,Listed,INE477A01020,L85110KA1987PLC008699,Finance - Housing
1129,115137,Cana Glass Ltd.,515137,,CNG IN,,Listed,INE155F01013,L26100MH1988PLC048286,Glass
1130,132483,Canara Bank,532483,CANBK,CBK IN,CNBK.BO,Listed,INE476A01014,U67190KA1906PLC001069,Bank - Public
1131,278412,Canopy Finance Ltd.,539304,,CNFIN IN,CANO.BO,Listed,INE095R01016,L65910WB1981PLC033821,Finance - NBFC
1132,219452,Cantabil Retail India Ltd.,533267,CANTABIL,CANT IN,CRIL.BO,Listed,INE068L01016,L74899DL1989PLC034995,Textile 
1133,131535,Canvay Chemicals Ltd.,531535,,CNVCH IN,,Listed,,L24231GJ1993PLC019178,Chemicals 
1134,285668,Capacite Infraprojects Ltd.,540710,CAPACITE,CAPACITE IN,CAPEF.BO,Listed,INE264T01014,L45400MH2012PLC234318,Construction - Real Estate
1135,243416,Capfin India Ltd.,539198,,CAPFN IN,CAPD.BO,Listed,INE960C01013,L74999DL1992PLC048032,Finance - Investment
1136,243419,Capital Finvest Ltd.,,,,,Listed,,L67120DL1983PLC016575,Finance - Investment
1137,200040,Capital First Ltd. - (Amalgamated),532938,CAPF,CAFL IN,CAPF.BO,Listed,INE688I01017,L29120MH2005PLC156795,Finance - NBFC
1138,130879,Capital India Finance Ltd.,530879,,CIFL IN,BHIW.BO,Listed,INE345H01016,L74899DL1994PLC128577,Finance - Investment
1139,243421,Capital Trade Links Ltd.,538476,,CTLL IN,CAPI.BO,Listed,INE172D01021,L51909DL1984PLC019622,Finance - NBFC
1140,111505,Capital Trust Ltd.,511505,CAPTRUST,CPT IN,CAPT.BO,Listed,INE707C01018,L65923DL1985PLC195299,Finance - NBFC
1141,124742,Caplin Point Laboratories Ltd.,524742,CAPLIPOINT,CLPL IN,CAPL.BO,Listed,INE475E01026,L24231TN1990PLC019053,Pharmaceuticals & Drugs
1142,111720,Capman Financials Ltd.,511720,,CPFC IN,CAPM.BO,Listed,INE862D01019,L65920MH1993PLC072083,Finance - Investment
1143,131595,Capri Global Capital Ltd.,531595,CGCL,CGCL IN,CAPG.BO,Listed,INE180C01026,L65921MH1994PLC173469,Finance - Investment
1144,112169,Capricorn Systems Global Solutions Ltd.,512169,,CSGS IN,CAPS.BO,Listed,INE968E01012,L52510TG1985PLC043347,IT - Software 
1145,109486,Caprihans India Ltd.,509486,CAPRIHANS,CPRI IN,CAPR.BO,Listed,INE479A01018,L29150MH1946PLC004877,Plastic Products
1146,107486,Caprolactam Chemicals Ltd.,507486,,CPLC IN,CAPO.BO,Listed,INE470N01010,L24110MH1988PLC049683,Chemicals 
1147,271850,Captain Pipes Ltd.,538817,,CAPI IN,CAPN.BO,Listed,INE513R01018,L25191GJ2010PLC059094,Rubber  Products
1148,235813,Captain Polyplast Ltd.,536974,,CAPP IN,CAPA.BO,Listed,INE536P01021,L25209GJ1997PLC031985,Plastic Products
1149,275156,Captain Technocast Ltd.,540652,,CTCL IN,CPTA.BO,Listed,INE931X01010,U27300GJ2010PTC061678,Castings/Forgings
1150,243422,Caravan Commercial Company Ltd.,,,,,Listed,,U51909WB1981PLC033770,Finance - Investment
1151,219418,Carbo Ceramics Ltd.,,,,,Listed,,L26999WB1908PLC001537,Ceramics/Marble/Granite/Sanitaryware
1152,243424,Carbo Industrial Holdings Ltd.,,,,,Listed,,L65993WB1981PLC033415,Finance - Investment
1153,243425,Carbon Specialities Ltd.,,,,,Listed,,L65929AS1985PLC002427,Miscellaneous
1154,113375,Carborundum Universal Ltd.,513375,CARBORUNIV,CU IN,CRBR.BO,Listed,INE120A01034,L29224TN1954PLC000318,Abrasives
1155,227347,Care Ratings Ltd.,534804,CARERATING,CARE IN,CREI.BO,Listed,INE752H01013,L67190MH1993PLC071691,Ratings
1156,217586,Career Point Ltd.,533260,CAREERP,CRPT IN,CARP.BO,Listed,INE521J01018,L72200RJ2000PLC016272,Educational Institutions
1157,224852,Carefree Investment Company Ltd.,,,,,Listed,,L65993DL1981PLC012703,Finance - Investment
1158,130609,Carnation Industries Ltd.,530609,,CNI IN,CARN.BO,Listed,INE081B01010,L27209WB1983PLC035920,Castings/Forgings
1159,109495,Carona Ltd.,509495,,CRONA IN,,Listed,,U74999MH1943PLC009029,Leather
1160,217639,Cash & Cash Equivalent,,,,,Listed,,,Cash and Cash Equivalents
1161,132282,Castex Technologies Ltd.,532282,CASTEXTECH,CAST IN,AMTI.BO,Listed,INE068D01021,L65921HR1983PLC033789,Auto Ancillary
1162,243430,Castle Traders Ltd.,,,,,Listed,,L51909TN1983PLC045632,Finance - Investment
1163,100870,Castrol India Ltd.,500870,CASTROLIND,CSTRL IN,CAST.BO,Listed,INE172A01027,L23200MH1979PLC021359,Lubricants
1164,106095,Castron Technologies Ltd.,506095,,CTH IN,,Listed,INE492D01015,L27310WB1983PLC035788,Ferro & Silica Manganese
1165,131682,Cat Technologies Ltd.,531682,,CCRC IN,CATT.BO,Listed,INE170B01037,L72200TG1995PLC035317,IT - Software 
1166,131158,Catvision Ltd.,531158,,CATV IN,CPRO.BO,Listed,INE660B01011,L92111DL1985PLC021374,Consumer Durables - Electronics
1167,100080,Cauvery Software Engineering Systems Ltd.,500080,CAUVERSOFT,CVSW IN,,Listed,INE466B01013,L72200KA1991PLC011558,IT - Software 
1168,217286,CBLO,,,,,Listed,,,Other
1169,131900,CCL International Ltd.,531900,,CRCL IN,CCLI.BO,Listed,INE778E01031,L26940DL1991PLC044520,Trading
1170,119600,CCL Products (India) Ltd.,519600,CCL,CCLP IN,CCLP.BO,Listed,INE421D01022,L15110AP1961PLC000874,Tea/Coffee
1171,132405,CCS Infotech Ltd.,532405,,CCSI IN,CCIN.BO,Listed,INE661B01019,L72300TN1997PLC039682,IT - Software 
1172,126141,CDI International Ltd.,526141,COMPACDISC,CDI IN,CDIS.BO,Listed,INE821B01019,L92100CH1992PLC012254,"Film Production, Distribution & Entertainment"
1173,123353,CDR Health Care Ltd.,523353,,CDR IN,CDRH.BO,Listed,INE369F01010,L85110AP1986PLC006952,Hospital & Healthcare Services
1174,100878,Ceat Ltd.,500878,CEATLTD,CEAT IN,CEAT.BO,Listed,INE482A01020,L25100MH1958PLC011041,Tyres & Allied
1175,243438,Cecil Webber Engineering Ltd.,,,,,Listed,,U74899DL1981PLC094348,Finance - Investment
1176,130789,Ceejay Finance Ltd.,530789,,HTPG IN,CEEF.BO,Listed,INE358C01010,L65910GJ1993PLC019090,Finance - NBFC
1177,131119,Ceenik Exports (India) Ltd.,531119,CEENIKEXPO,CNK IN,CEXP.BO,Listed,INE418D01010,L51311MH1995PLC085007,Textile 
1178,114171,Ceeta Industries Ltd.,514171,,CETA IN,CETA.BO,Listed,INE760J01012,L85110KA1984PLC021494,Ceramics/Marble/Granite/Sanitaryware
1179,223944,Ceinsys Tech Ltd.,538734,,CEINSYS IN,ADCC.BO,Listed,INE016Q01014,L72300MH1998PLC114790,IT - Software 
1180,132695,Celebrity Fashions Ltd.,532695,CELEBRITY,CFLI IN,CELF.BO,Listed,INE185H01016,L17121TN1988PLC015655,Textile 
1181,132871,Celestial Biolabs Ltd.,532871,CELESTIAL,CBIO IN,CELA.BO,Listed,INE221I01017,L72200TG1997PLC028374,Pharmaceuticals & Drugs
1182,132701,Cella Space Ltd.,532701,,SSAP IN,SRSP.BO,Listed,INE266H01014,L21012KL1991PLC006207,Paper & Paper Products
1183,106345,Cellulose Products Of India Ltd.,506345,,CPIL IN,,Listed,,L24299GJ1959PLC000918,Chemicals 
1184,122251,Cenlub Industries Ltd.,522251,,CLBI IN,CENL.BO,Listed,INE627F01011,L67120HR1992PLC035087,Engineering - Industrial Equipments
1185,243442,Centax (India) Ltd.,,,,,Listed,,L51109WB1983PLC035845,Finance - NBFC
